Updated At, updated On, Light Intencity
5/24/2025, 6:17:02 PM,0.00
5/24/2025, 6:17:07 PM,0.00
5/24/2025, 6:17:13 PM,0.00
5/24/2025, 6:17:18 PM,0.00
5/24/2025, 6:17:23 PM,0.00
5/24/2025, 6:17:28 PM,0.00
5/24/2025, 6:17:33 PM,0.00
5/24/2025, 6:17:39 PM,0.00
5/24/2025, 6:17:44 PM,0.00
5/24/2025, 6:17:49 PM,0.00
5/24/2025, 6:17:54 PM,0.00
5/24/2025, 6:17:59 PM,0.00
5/24/2025, 6:18:05 PM,0.00
5/24/2025, 6:18:10 PM,0.00
5/24/2025, 6:18:15 PM,0.00
5/24/2025, 6:18:20 PM,0.00
5/24/2025, 6:18:25 PM,0.00
5/24/2025, 6:18:31 PM,0.00
5/24/2025, 6:18:36 PM,0.00
5/24/2025, 6:18:41 PM,0.00
5/24/2025, 6:18:46 PM,0.00
5/24/2025, 6:18:51 PM,0.00
5/24/2025, 6:18:56 PM,0.00
5/24/2025, 6:19:02 PM,0.00
5/24/2025, 6:19:07 PM,0.00
5/24/2025, 6:19:12 PM,0.00
5/24/2025, 6:19:17 PM,0.00
5/24/2025, 6:19:22 PM,0.00
5/24/2025, 6:19:27 PM,0.00
5/24/2025, 6:19:32 PM,0.00
5/24/2025, 6:19:38 PM,0.00
5/24/2025, 6:19:43 PM,0.00
5/24/2025, 6:19:48 PM,0.00
5/24/2025, 6:19:53 PM,0.00
5/24/2025, 6:19:58 PM,0.00
5/24/2025, 6:20:03 PM,0.00
5/24/2025, 6:20:09 PM,0.00
5/24/2025, 6:20:14 PM,0.00
5/24/2025, 6:20:19 PM,0.00
5/24/2025, 6:20:24 PM,0.00
5/24/2025, 6:20:30 PM,0.00
5/24/2025, 6:20:35 PM,0.00
5/24/2025, 6:20:40 PM,0.00
5/24/2025, 6:20:45 PM,0.00
5/24/2025, 6:20:50 PM,0.00
5/24/2025, 6:20:56 PM,0.00
5/24/2025, 6:21:01 PM,0.00
5/24/2025, 6:21:06 PM,0.00
5/24/2025, 6:21:11 PM,0.00
5/24/2025, 6:21:16 PM,0.00
5/24/2025, 6:21:21 PM,0.00
5/24/2025, 6:21:27 PM,0.00
5/24/2025, 6:21:32 PM,0.00
5/24/2025, 6:21:37 PM,0.00
5/24/2025, 6:21:42 PM,0.00
5/24/2025, 6:21:47 PM,0.00
5/24/2025, 6:21:52 PM,0.00
5/24/2025, 6:21:58 PM,0.00
5/24/2025, 6:22:03 PM,0.00
5/24/2025, 6:22:08 PM,0.00
5/24/2025, 6:22:13 PM,0.00
5/24/2025, 6:22:18 PM,0.00
5/24/2025, 6:22:24 PM,0.00
5/24/2025, 6:22:29 PM,0.00
5/24/2025, 6:22:34 PM,0.00
5/24/2025, 6:22:39 PM,0.00
5/24/2025, 6:22:44 PM,0.00
5/24/2025, 6:22:50 PM,0.00
5/24/2025, 6:22:55 PM,0.00
5/24/2025, 6:23:00 PM,0.00
5/24/2025, 6:23:05 PM,0.00
5/24/2025, 6:23:10 PM,0.00
5/24/2025, 6:23:16 PM,0.00
5/24/2025, 6:23:21 PM,0.00
5/24/2025, 6:23:26 PM,0.00
5/24/2025, 6:23:31 PM,0.00
5/24/2025, 6:23:36 PM,0.00
5/24/2025, 6:23:42 PM,0.00
5/24/2025, 6:23:47 PM,0.00
5/24/2025, 6:23:52 PM,0.00
5/24/2025, 6:23:57 PM,0.00
5/24/2025, 6:24:02 PM,0.00
5/24/2025, 6:24:08 PM,0.00
5/24/2025, 6:24:13 PM,0.00
5/24/2025, 6:24:18 PM,0.00
5/24/2025, 6:24:23 PM,0.00
5/24/2025, 6:24:28 PM,0.00
5/24/2025, 6:24:33 PM,0.00
5/24/2025, 6:24:39 PM,0.00
5/24/2025, 6:24:44 PM,0.00
5/24/2025, 6:24:49 PM,0.00
5/24/2025, 6:24:54 PM,0.00
5/24/2025, 6:24:59 PM,0.00
5/24/2025, 6:25:04 PM,0.00
5/24/2025, 6:25:10 PM,0.00
5/24/2025, 6:25:15 PM,0.00
5/24/2025, 6:25:20 PM,0.00
5/24/2025, 6:25:25 PM,0.00
5/24/2025, 6:25:30 PM,0.00
5/24/2025, 6:25:36 PM,0.00
5/24/2025, 6:25:41 PM,0.00
5/24/2025, 6:25:46 PM,0.00
5/24/2025, 6:25:51 PM,0.00
5/24/2025, 6:25:56 PM,0.00
5/24/2025, 6:26:01 PM,0.00
5/24/2025, 6:26:07 PM,0.00
5/24/2025, 6:26:12 PM,0.00
5/24/2025, 6:26:17 PM,0.00
5/24/2025, 6:26:22 PM,0.00
5/24/2025, 6:26:27 PM,0.00
5/24/2025, 6:26:32 PM,0.00
5/24/2025, 6:26:37 PM,0.00
5/24/2025, 6:26:43 PM,0.00
5/24/2025, 6:26:48 PM,0.00
5/24/2025, 6:26:53 PM,0.00
5/24/2025, 6:26:58 PM,0.00
5/24/2025, 6:27:03 PM,0.00
5/24/2025, 6:27:09 PM,0.00
5/24/2025, 6:27:14 PM,0.00
5/24/2025, 6:27:19 PM,0.00
5/24/2025, 6:27:24 PM,0.00
5/24/2025, 6:27:29 PM,0.00
5/24/2025, 6:27:35 PM,0.00
5/24/2025, 6:27:40 PM,0.00
5/24/2025, 6:27:45 PM,0.00
5/24/2025, 6:27:50 PM,0.00
5/24/2025, 6:27:55 PM,0.00
5/24/2025, 6:28:01 PM,0.00
5/24/2025, 6:28:06 PM,0.00
5/24/2025, 6:28:11 PM,0.00
5/24/2025, 6:28:16 PM,0.00
5/24/2025, 6:28:21 PM,0.00
5/24/2025, 6:28:27 PM,0.00
5/24/2025, 6:28:32 PM,0.00
5/24/2025, 6:28:37 PM,0.00
5/24/2025, 6:28:42 PM,0.00
5/24/2025, 6:28:47 PM,0.00
5/24/2025, 6:28:52 PM,0.00
5/24/2025, 6:28:58 PM,0.00
5/24/2025, 6:29:03 PM,0.00
5/24/2025, 6:29:08 PM,0.00
5/24/2025, 6:29:13 PM,0.00
5/24/2025, 6:29:19 PM,0.00
5/24/2025, 6:29:24 PM,0.00
5/24/2025, 6:29:29 PM,0.00
5/24/2025, 6:29:34 PM,0.00
5/24/2025, 6:29:40 PM,0.00
5/24/2025, 6:29:45 PM,0.00
5/24/2025, 6:29:50 PM,0.00
5/24/2025, 6:29:55 PM,0.00
5/24/2025, 6:30:00 PM,0.00
5/24/2025, 6:30:05 PM,0.00
5/24/2025, 6:30:11 PM,0.00
5/24/2025, 6:30:16 PM,0.00
5/24/2025, 6:30:21 PM,0.00
5/24/2025, 6:30:26 PM,0.00
5/24/2025, 6:30:32 PM,0.00
5/24/2025, 6:30:37 PM,0.00
5/24/2025, 6:30:42 PM,0.00
5/24/2025, 6:30:47 PM,0.00
5/24/2025, 6:30:52 PM,0.00
5/24/2025, 6:30:58 PM,0.00
5/24/2025, 6:31:03 PM,0.00
5/24/2025, 6:31:08 PM,0.00
5/24/2025, 6:31:13 PM,0.00
5/24/2025, 6:31:19 PM,0.00
5/24/2025, 6:31:24 PM,0.00
5/24/2025, 6:31:29 PM,0.00
5/24/2025, 6:31:34 PM,0.00
5/24/2025, 6:31:39 PM,0.00
5/24/2025, 6:31:44 PM,0.00
5/24/2025, 6:31:50 PM,0.00
5/24/2025, 6:31:55 PM,0.00
5/24/2025, 6:32:00 PM,0.00
5/24/2025, 6:32:05 PM,0.00
5/24/2025, 6:32:10 PM,0.00
5/24/2025, 6:32:15 PM,0.00
5/24/2025, 6:32:21 PM,0.00
5/24/2025, 6:32:26 PM,0.00
5/24/2025, 6:32:31 PM,0.00
5/24/2025, 6:32:36 PM,0.00
5/24/2025, 6:32:41 PM,0.00
5/24/2025, 6:32:47 PM,0.00
5/24/2025, 6:32:52 PM,0.00
5/24/2025, 6:32:57 PM,0.00
5/24/2025, 6:33:02 PM,0.00
5/24/2025, 6:33:07 PM,0.00
5/24/2025, 6:33:13 PM,0.00
5/24/2025, 6:33:18 PM,0.00
5/24/2025, 6:33:23 PM,0.00
5/24/2025, 6:33:28 PM,0.00
5/24/2025, 6:33:33 PM,0.00
5/24/2025, 6:33:39 PM,0.00
5/24/2025, 6:33:44 PM,0.00
5/24/2025, 6:33:49 PM,0.00
5/24/2025, 6:33:54 PM,0.00
5/24/2025, 6:33:59 PM,0.00
5/24/2025, 6:34:04 PM,0.00
5/24/2025, 6:34:10 PM,0.00
5/24/2025, 6:34:15 PM,0.00
5/24/2025, 6:34:20 PM,0.00
5/24/2025, 6:34:25 PM,0.00
5/24/2025, 6:34:30 PM,0.00
5/24/2025, 6:34:35 PM,0.00
5/24/2025, 6:34:41 PM,0.00
5/24/2025, 6:34:46 PM,0.00
5/24/2025, 6:34:51 PM,0.00
5/24/2025, 6:34:56 PM,0.00
5/24/2025, 6:35:01 PM,0.00
5/24/2025, 6:35:06 PM,0.00
5/24/2025, 6:35:12 PM,0.00
5/24/2025, 6:35:17 PM,0.00
5/24/2025, 6:35:22 PM,0.00
5/24/2025, 6:35:27 PM,0.00
5/24/2025, 6:35:32 PM,0.00
5/24/2025, 6:35:38 PM,0.00
5/24/2025, 6:35:43 PM,0.00
5/24/2025, 6:35:48 PM,0.00
5/24/2025, 6:36:00 PM,0.00
5/24/2025, 6:36:05 PM,0.00
5/24/2025, 6:36:10 PM,0.00
5/24/2025, 6:36:15 PM,0.00
5/24/2025, 6:36:20 PM,0.00
5/24/2025, 6:36:25 PM,0.00
5/24/2025, 6:36:31 PM,0.00
5/24/2025, 6:36:36 PM,0.00
5/24/2025, 6:36:41 PM,0.00
5/24/2025, 6:36:46 PM,0.00
5/24/2025, 6:36:51 PM,0.00
5/24/2025, 6:36:57 PM,0.00
5/24/2025, 6:37:02 PM,0.00
5/24/2025, 6:37:07 PM,0.00
5/24/2025, 6:37:12 PM,0.00
5/24/2025, 6:37:18 PM,0.00
5/24/2025, 6:37:23 PM,0.00
5/24/2025, 6:37:28 PM,0.00
5/24/2025, 6:37:33 PM,0.00
5/24/2025, 6:37:38 PM,0.00
5/24/2025, 6:37:43 PM,0.00
5/24/2025, 6:37:48 PM,0.00
5/24/2025, 6:37:54 PM,0.00
5/24/2025, 6:37:59 PM,0.00
5/24/2025, 6:38:04 PM,0.00
5/24/2025, 6:38:09 PM,0.00
5/24/2025, 6:38:14 PM,0.00
5/24/2025, 6:38:20 PM,0.00
5/24/2025, 6:38:25 PM,0.00
5/24/2025, 6:38:30 PM,0.00
5/24/2025, 6:38:35 PM,0.00
5/24/2025, 6:38:40 PM,0.00
5/24/2025, 6:38:46 PM,0.00
5/24/2025, 6:38:51 PM,0.00
5/24/2025, 6:38:56 PM,0.00
5/24/2025, 6:39:01 PM,0.00
5/24/2025, 6:39:07 PM,0.00
5/24/2025, 6:39:12 PM,0.00
5/24/2025, 6:39:17 PM,0.00
5/24/2025, 6:39:22 PM,0.00
5/24/2025, 6:39:27 PM,0.00
5/24/2025, 6:39:33 PM,0.00
5/24/2025, 6:39:38 PM,0.00
5/24/2025, 6:39:43 PM,0.00
5/24/2025, 6:39:48 PM,0.00
5/24/2025, 6:39:53 PM,0.00
5/24/2025, 6:39:59 PM,0.00
5/24/2025, 6:40:04 PM,0.00
5/24/2025, 6:40:09 PM,0.00
5/24/2025, 6:40:14 PM,0.00
5/24/2025, 6:40:19 PM,0.00
5/24/2025, 6:40:24 PM,0.00
5/24/2025, 6:40:30 PM,0.00
5/24/2025, 6:40:35 PM,0.00
5/24/2025, 6:40:40 PM,0.00
5/24/2025, 6:40:45 PM,0.00
5/24/2025, 6:40:51 PM,0.00
5/24/2025, 6:40:56 PM,0.00
5/24/2025, 6:41:01 PM,0.00
5/24/2025, 6:41:06 PM,0.00
5/24/2025, 6:41:11 PM,0.00
5/24/2025, 6:41:16 PM,0.00
5/24/2025, 6:41:22 PM,0.00
5/24/2025, 6:41:27 PM,0.00
5/24/2025, 6:41:32 PM,0.00
5/24/2025, 6:41:37 PM,0.00
5/24/2025, 6:41:43 PM,0.00
5/24/2025, 6:41:48 PM,0.00
5/24/2025, 6:41:53 PM,0.00
5/24/2025, 6:41:58 PM,0.00
5/24/2025, 6:42:03 PM,0.00
5/24/2025, 6:42:08 PM,0.00
5/24/2025, 6:42:14 PM,0.00
5/24/2025, 6:42:19 PM,0.00
5/24/2025, 6:42:24 PM,0.00
5/24/2025, 6:42:29 PM,0.00
5/24/2025, 6:42:34 PM,0.00
5/24/2025, 6:42:40 PM,0.00
5/24/2025, 6:42:45 PM,0.00
5/24/2025, 6:42:50 PM,0.00
5/24/2025, 6:42:55 PM,0.00
5/24/2025, 6:43:00 PM,0.00
5/24/2025, 6:43:05 PM,0.00
5/24/2025, 6:43:11 PM,0.00
5/24/2025, 6:43:16 PM,0.00
5/24/2025, 6:43:21 PM,0.00
5/24/2025, 6:43:26 PM,0.00
5/24/2025, 6:43:31 PM,0.00
5/24/2025, 6:43:37 PM,0.00
5/24/2025, 6:43:42 PM,0.00
5/24/2025, 6:43:47 PM,0.00
5/24/2025, 6:43:52 PM,0.00
5/24/2025, 6:43:57 PM,0.00
5/24/2025, 6:44:02 PM,0.00
5/24/2025, 6:44:07 PM,0.00
5/24/2025, 6:44:13 PM,0.00
5/24/2025, 6:44:18 PM,0.00
5/24/2025, 6:44:23 PM,0.00
5/24/2025, 6:44:28 PM,0.00
5/24/2025, 6:44:33 PM,0.00
5/24/2025, 6:44:39 PM,0.00
5/24/2025, 6:44:44 PM,0.00
5/24/2025, 6:44:49 PM,0.00
5/24/2025, 6:44:54 PM,0.00
5/24/2025, 6:44:59 PM,0.00
5/24/2025, 6:45:05 PM,0.00
5/24/2025, 6:45:10 PM,0.00
5/24/2025, 6:45:15 PM,0.00
5/24/2025, 6:45:20 PM,0.00
5/24/2025, 6:45:25 PM,0.00
5/24/2025, 6:45:31 PM,0.00
5/24/2025, 6:45:36 PM,0.00
5/24/2025, 6:45:41 PM,0.00
5/24/2025, 6:45:46 PM,0.00
5/24/2025, 6:45:51 PM,0.00
5/24/2025, 6:45:56 PM,0.00
5/24/2025, 6:46:02 PM,0.00
5/24/2025, 6:46:07 PM,0.00
5/24/2025, 6:46:12 PM,0.00
5/24/2025, 6:46:17 PM,0.00
5/24/2025, 6:46:23 PM,0.00
5/24/2025, 6:46:28 PM,0.00
5/24/2025, 6:46:33 PM,0.00
5/24/2025, 6:46:38 PM,0.00
5/24/2025, 6:46:43 PM,0.00
5/24/2025, 6:46:48 PM,0.00
5/24/2025, 6:46:54 PM,0.00
5/24/2025, 6:46:59 PM,0.00
5/24/2025, 6:47:04 PM,0.00
5/24/2025, 6:47:09 PM,0.00
5/24/2025, 6:47:14 PM,0.00
5/24/2025, 6:47:19 PM,0.00
5/24/2025, 6:47:25 PM,0.00
5/24/2025, 6:47:30 PM,0.00
5/24/2025, 6:47:35 PM,0.00
5/24/2025, 6:47:40 PM,0.00
5/24/2025, 6:47:45 PM,0.00
5/24/2025, 6:47:51 PM,0.00
5/24/2025, 6:47:56 PM,0.00
5/24/2025, 6:48:01 PM,0.00
5/24/2025, 6:48:06 PM,0.00
5/24/2025, 6:48:11 PM,0.00
5/24/2025, 6:48:16 PM,0.00
5/24/2025, 6:48:22 PM,0.00
5/24/2025, 6:48:27 PM,0.00
5/24/2025, 6:48:32 PM,0.00
5/24/2025, 6:48:37 PM,0.00
5/24/2025, 6:48:42 PM,0.00
5/24/2025, 6:48:48 PM,0.00
5/24/2025, 6:48:53 PM,0.00
5/24/2025, 6:48:58 PM,0.00
5/24/2025, 6:49:03 PM,0.00
5/24/2025, 6:49:08 PM,0.00
5/24/2025, 6:49:14 PM,0.00
5/24/2025, 6:49:19 PM,0.00
5/24/2025, 6:49:24 PM,0.00
5/24/2025, 6:49:29 PM,0.00
5/24/2025, 6:49:34 PM,0.00
5/24/2025, 6:49:39 PM,0.00
5/24/2025, 6:49:44 PM,0.00
5/24/2025, 6:49:50 PM,0.00
5/24/2025, 6:49:55 PM,0.00
5/24/2025, 6:50:00 PM,0.00
5/24/2025, 6:50:05 PM,0.00
5/24/2025, 6:50:11 PM,0.00
5/24/2025, 6:50:16 PM,0.00
5/24/2025, 6:50:21 PM,0.00
5/24/2025, 6:50:26 PM,0.00
5/24/2025, 6:50:31 PM,0.00
5/24/2025, 6:50:36 PM,0.00
5/24/2025, 6:50:42 PM,0.00
5/24/2025, 6:50:47 PM,0.00
5/24/2025, 6:50:52 PM,0.00
5/24/2025, 6:50:57 PM,0.00
5/24/2025, 6:51:03 PM,0.00
5/24/2025, 6:51:08 PM,0.00
5/24/2025, 6:51:13 PM,0.00
5/24/2025, 6:51:18 PM,0.00
5/24/2025, 6:51:23 PM,0.00
5/24/2025, 6:51:28 PM,0.00
5/24/2025, 6:51:33 PM,0.00
5/24/2025, 6:51:39 PM,0.00
5/24/2025, 6:51:44 PM,0.00
5/24/2025, 6:51:49 PM,0.00
5/24/2025, 6:51:54 PM,0.00
5/24/2025, 6:52:00 PM,0.00
5/24/2025, 6:52:05 PM,0.00
5/24/2025, 6:52:10 PM,0.00
5/24/2025, 6:52:15 PM,0.00
5/24/2025, 6:52:20 PM,0.00
5/24/2025, 6:52:25 PM,0.00
5/24/2025, 6:52:31 PM,0.00
5/24/2025, 6:52:36 PM,0.00
5/24/2025, 6:52:41 PM,0.00
5/24/2025, 6:52:46 PM,0.00
5/24/2025, 6:52:51 PM,0.00
5/24/2025, 6:52:57 PM,0.00
5/24/2025, 6:53:02 PM,0.00
5/24/2025, 6:53:07 PM,0.00
5/24/2025, 6:53:12 PM,0.00
5/24/2025, 6:53:17 PM,0.00
5/24/2025, 6:53:22 PM,0.00
5/24/2025, 6:53:28 PM,0.00
5/24/2025, 6:53:33 PM,0.00
5/24/2025, 6:53:38 PM,0.00
5/24/2025, 6:53:43 PM,0.00
5/24/2025, 6:53:49 PM,0.00
5/24/2025, 6:53:54 PM,0.00
5/24/2025, 6:53:59 PM,0.00
5/24/2025, 6:54:04 PM,0.00
5/24/2025, 6:54:09 PM,0.00
5/24/2025, 6:54:14 PM,0.00
5/24/2025, 6:54:19 PM,0.00
5/24/2025, 6:54:25 PM,0.00
5/24/2025, 6:54:30 PM,0.00
5/24/2025, 6:54:35 PM,0.00
5/24/2025, 6:54:40 PM,0.00
5/24/2025, 6:54:45 PM,0.00
5/24/2025, 6:54:51 PM,0.00
5/24/2025, 6:54:56 PM,0.00
5/24/2025, 6:55:01 PM,0.00
5/24/2025, 6:55:06 PM,0.00
5/24/2025, 6:55:11 PM,0.00
5/24/2025, 6:55:17 PM,0.00
5/24/2025, 6:55:22 PM,0.00
5/24/2025, 6:55:27 PM,0.00
5/24/2025, 6:55:32 PM,0.00
5/24/2025, 6:55:37 PM,0.00
5/24/2025, 6:55:42 PM,0.00
5/24/2025, 6:55:48 PM,0.00
5/24/2025, 6:55:53 PM,0.00
5/24/2025, 6:55:58 PM,0.00
5/24/2025, 6:56:03 PM,0.00
5/24/2025, 6:56:08 PM,0.00
5/24/2025, 6:56:13 PM,0.00
5/24/2025, 6:56:19 PM,0.00
5/24/2025, 6:56:24 PM,0.00
5/24/2025, 6:56:29 PM,0.00
5/24/2025, 6:56:34 PM,0.00
5/24/2025, 6:56:39 PM,0.00
5/24/2025, 6:56:45 PM,0.00
5/24/2025, 6:56:50 PM,0.00
5/24/2025, 6:56:55 PM,0.00
5/24/2025, 6:57:00 PM,0.00
5/24/2025, 6:57:05 PM,0.00
5/24/2025, 6:57:10 PM,0.00
5/24/2025, 6:57:15 PM,0.00
5/24/2025, 6:57:21 PM,0.00
5/24/2025, 6:57:26 PM,0.00
5/24/2025, 6:57:31 PM,0.00
5/24/2025, 6:57:36 PM,0.00
5/24/2025, 6:57:41 PM,0.00
5/24/2025, 6:57:47 PM,0.00
5/24/2025, 6:57:52 PM,0.00
5/24/2025, 6:57:57 PM,0.00
5/24/2025, 6:58:02 PM,0.00
5/24/2025, 6:58:07 PM,0.00
5/24/2025, 6:58:13 PM,0.00
5/24/2025, 6:58:18 PM,0.00
5/24/2025, 6:58:23 PM,0.00
5/24/2025, 6:58:28 PM,0.00
5/24/2025, 6:58:33 PM,0.00
5/24/2025, 6:58:38 PM,0.00
5/24/2025, 6:58:44 PM,0.00
5/24/2025, 6:58:49 PM,0.00
5/24/2025, 6:58:54 PM,0.00
5/24/2025, 6:58:59 PM,0.00
5/24/2025, 6:59:04 PM,0.00
5/24/2025, 6:59:09 PM,0.00
5/24/2025, 6:59:15 PM,0.00
5/24/2025, 6:59:20 PM,0.00
5/24/2025, 6:59:25 PM,0.00
5/24/2025, 6:59:30 PM,0.00
5/24/2025, 6:59:35 PM,0.00
5/24/2025, 6:59:40 PM,0.00
5/24/2025, 6:59:46 PM,0.00
5/24/2025, 6:59:51 PM,0.00
5/24/2025, 6:59:56 PM,0.00
5/24/2025, 7:00:01 PM,0.00
5/24/2025, 7:00:06 PM,0.00
5/24/2025, 7:00:12 PM,0.00
5/24/2025, 7:00:17 PM,0.00
5/24/2025, 7:00:22 PM,0.00
5/24/2025, 7:00:27 PM,0.00
5/24/2025, 7:00:33 PM,0.00
5/24/2025, 7:00:38 PM,0.00
5/24/2025, 7:00:43 PM,0.00
5/24/2025, 7:00:48 PM,0.00
5/24/2025, 7:00:53 PM,0.00
5/24/2025, 7:00:58 PM,0.00
5/24/2025, 7:01:04 PM,0.00
5/24/2025, 7:01:09 PM,0.00
5/24/2025, 7:01:14 PM,0.00
5/24/2025, 7:01:19 PM,0.00
5/24/2025, 7:01:24 PM,0.00
5/24/2025, 7:01:30 PM,0.00
5/24/2025, 7:01:35 PM,0.00
5/24/2025, 7:01:40 PM,0.00
5/24/2025, 7:01:45 PM,0.00
5/24/2025, 7:01:50 PM,0.00
5/24/2025, 7:01:55 PM,0.00
5/24/2025, 7:02:00 PM,0.00
5/24/2025, 7:02:06 PM,0.00
5/24/2025, 7:02:11 PM,0.00
5/24/2025, 7:02:16 PM,0.00
5/24/2025, 7:02:21 PM,0.00
5/24/2025, 7:02:26 PM,0.00
5/24/2025, 7:02:32 PM,0.00
5/24/2025, 7:02:37 PM,0.00
5/24/2025, 7:02:42 PM,0.00
5/24/2025, 7:02:47 PM,0.00
5/24/2025, 7:02:52 PM,0.00
5/24/2025, 7:02:57 PM,0.00
5/24/2025, 7:03:03 PM,0.00
5/24/2025, 7:03:08 PM,0.00
5/24/2025, 7:03:13 PM,0.00
5/24/2025, 7:03:18 PM,0.00
5/24/2025, 7:03:23 PM,0.00
5/24/2025, 7:03:29 PM,0.00
5/24/2025, 7:03:34 PM,0.00
5/24/2025, 7:03:39 PM,0.00
5/24/2025, 7:03:44 PM,0.00
5/24/2025, 7:03:49 PM,0.00
5/24/2025, 7:03:55 PM,0.00
5/24/2025, 7:04:00 PM,0.00
5/24/2025, 7:04:05 PM,0.00
5/24/2025, 7:04:10 PM,0.00
5/24/2025, 7:04:15 PM,0.00
5/24/2025, 7:04:20 PM,0.00
5/24/2025, 7:04:25 PM,0.00
5/24/2025, 7:04:31 PM,0.00
5/24/2025, 7:04:36 PM,0.00
5/24/2025, 7:04:41 PM,0.00
5/24/2025, 7:04:46 PM,0.00
5/24/2025, 7:04:51 PM,0.00
5/24/2025, 7:04:57 PM,0.00
5/24/2025, 7:05:02 PM,0.00
5/24/2025, 7:05:07 PM,0.00
5/24/2025, 7:05:12 PM,0.00
5/24/2025, 7:05:17 PM,0.00
5/24/2025, 7:05:22 PM,0.00
5/24/2025, 7:05:28 PM,0.00
5/24/2025, 7:05:33 PM,0.00
5/24/2025, 7:05:38 PM,0.00
5/24/2025, 7:05:43 PM,0.00
5/24/2025, 7:05:49 PM,0.00
5/24/2025, 7:05:54 PM,0.00
5/24/2025, 7:05:59 PM,0.00
5/24/2025, 7:06:04 PM,0.00
5/24/2025, 7:06:09 PM,0.00
5/24/2025, 7:06:15 PM,0.00
5/24/2025, 7:06:20 PM,0.00
5/24/2025, 7:06:25 PM,0.00
5/24/2025, 7:06:30 PM,0.00
5/24/2025, 7:06:35 PM,0.00
5/24/2025, 7:06:41 PM,0.00
5/24/2025, 7:06:46 PM,0.00
5/24/2025, 7:06:51 PM,0.00
5/24/2025, 7:06:56 PM,0.00
5/24/2025, 7:07:01 PM,0.00
5/24/2025, 7:07:06 PM,0.00
5/24/2025, 7:07:12 PM,0.00
5/24/2025, 7:07:17 PM,0.00
5/24/2025, 7:07:22 PM,0.00
5/24/2025, 7:07:27 PM,0.00
5/24/2025, 7:07:32 PM,0.00
5/24/2025, 7:07:38 PM,0.00
5/24/2025, 7:07:43 PM,0.00
5/24/2025, 7:07:48 PM,0.00
5/24/2025, 7:07:53 PM,0.00
5/24/2025, 7:07:58 PM,0.00
5/24/2025, 7:08:03 PM,0.00
5/24/2025, 7:08:08 PM,0.00
5/24/2025, 7:08:14 PM,0.00
5/24/2025, 7:08:19 PM,0.00
5/24/2025, 7:08:24 PM,0.00
5/24/2025, 7:08:29 PM,0.00
5/24/2025, 7:08:34 PM,0.00
5/24/2025, 7:08:40 PM,0.00
5/24/2025, 7:08:45 PM,0.00
5/24/2025, 7:08:50 PM,0.00
5/24/2025, 7:08:55 PM,0.00
5/24/2025, 7:09:00 PM,0.00
5/24/2025, 7:09:06 PM,0.00
5/24/2025, 7:09:11 PM,0.00
5/24/2025, 7:09:16 PM,0.00
5/24/2025, 7:09:21 PM,0.00
5/24/2025, 7:09:26 PM,0.00
5/24/2025, 7:09:31 PM,0.00
5/24/2025, 7:09:37 PM,0.00
5/24/2025, 7:09:42 PM,0.00
5/24/2025, 7:09:47 PM,0.00
5/24/2025, 7:09:52 PM,0.00
5/24/2025, 7:09:57 PM,0.00
5/24/2025, 7:10:02 PM,0.00
5/24/2025, 7:10:08 PM,0.00
5/24/2025, 7:10:13 PM,0.00
5/24/2025, 7:10:18 PM,0.00
5/24/2025, 7:10:23 PM,0.00
5/24/2025, 7:10:28 PM,0.00
5/24/2025, 7:10:33 PM,0.00
5/24/2025, 7:10:39 PM,0.00
5/24/2025, 7:10:44 PM,0.00
5/24/2025, 7:10:49 PM,0.00
5/24/2025, 7:10:54 PM,0.00
5/24/2025, 7:10:59 PM,0.00
5/24/2025, 7:11:05 PM,0.00
5/24/2025, 7:11:10 PM,0.00
5/24/2025, 7:11:15 PM,0.00
5/24/2025, 7:11:20 PM,0.00
5/24/2025, 7:11:25 PM,0.00
5/24/2025, 7:11:31 PM,0.00
5/24/2025, 7:11:36 PM,0.00
5/24/2025, 7:11:41 PM,0.00
5/24/2025, 7:11:46 PM,0.00
5/24/2025, 7:11:51 PM,0.00
5/24/2025, 7:11:56 PM,0.00
5/24/2025, 7:12:01 PM,0.00
5/24/2025, 7:12:07 PM,0.00
5/24/2025, 7:12:12 PM,0.00
5/24/2025, 7:12:17 PM,0.00
5/24/2025, 7:12:22 PM,0.00
5/24/2025, 7:12:27 PM,0.00
5/24/2025, 7:12:32 PM,0.00
5/24/2025, 7:12:38 PM,0.00
5/24/2025, 7:12:43 PM,0.00
5/24/2025, 7:12:48 PM,0.00
5/24/2025, 7:12:53 PM,0.00
5/24/2025, 7:12:58 PM,0.00
5/24/2025, 7:13:03 PM,0.00
5/24/2025, 7:13:08 PM,0.00
5/24/2025, 7:13:14 PM,0.00
5/24/2025, 7:13:19 PM,0.00
5/24/2025, 7:13:24 PM,0.00
5/24/2025, 7:13:29 PM,0.00
5/24/2025, 7:13:34 PM,0.00
5/24/2025, 7:13:40 PM,0.00
5/24/2025, 7:13:45 PM,0.00
5/24/2025, 7:13:50 PM,0.00
5/24/2025, 7:13:55 PM,0.00
5/24/2025, 7:14:00 PM,0.00
5/24/2025, 7:14:05 PM,0.00
5/24/2025, 7:14:11 PM,0.00
5/24/2025, 7:14:16 PM,0.00
5/24/2025, 7:14:21 PM,0.00
5/24/2025, 7:14:26 PM,0.00
5/24/2025, 7:14:32 PM,0.00
